"paper_ID","species","light_treatment_mean","dark_treatment_mean","light_se","dark_se"
"4XJZH9V7","Myotis_spp",0.24701590676003,0.811289123745653,0.101157653623302,0.174768887394225
"4XJZH9V7","Pipistrellus_pygmaeus",0.127061524973632,0.507756643626157,0.0538868985305789,0.18402268947464
"4XJZH9V7","Pipistrellus_pipistrellus",0.0989941106974244,0.336729226764094,0.0400464235025152,0.147815323028701
