"paper_ID","light_treatment_mean","dark_treatment_mean","light_se","dark_se"
"XLE9CETS",102.454018543955,407.298939898598,23.7575945682008,85.9155015799908
"HYJXU4SH",105.72553978396,151.223829516795,22.8628553302635,37.7621321973118
"66FLKFKZ",7.83458310585154,9.67215549754241,4.46366445566224,5.47080810595515
