"paper_ID","light_treatment_mean","dark_treatment_mean","light_se","dark_se"
"46VSSJ83",107.701339583333,96.9277230350426,4.96271812038424,2.6727555759394
"XLE9CETS",28.9767974105969,14.2568993344802,2.58831174165582,2.3820429399945
"JTRLFNEZ",30.4168253968254,24.0574603174603,2.83838123407942,1.85398824155068
"6IHYJZ5N",78.5853965036796,29.9431497069727,24.4368246767269,2.75711522933489
