Part_nuit,Participation,Date,Julian_day,site_point,Longitude,Latitude,Eptser_tot,Eptser_tot_Part1,ln_Eptser_tot_Part1,Median_part1,Sunrise,Sunset,NightDuration,Moonrise,Moonset,Moonlight,ALAN,Cloud_cover,Windspeed,Windspeed_1before,Windspeed_2before,Windspeed_3before,Windspeed_4before,Windspeed_5before,Difference_windspeed,Temperature_anomaly,Temperature_anomaly_1before,Temperature_anomaly_2before,Temperature_anomaly_3before,Temperature_anomaly_4before,Temperature_anomaly_5before,Difference_temperature_anomaly,Precipitations,Precipitations_1before,Precipitations_2before,Precipitations_3before,Precipitations_4before,Precipitations_5before,Difference_precipitations,Artifialized_surfaces,Crops,Grasslands,Deciduous_forests,Conifer_forests,Shannon_index,Road_density,SWF_density,Min_dist_water
57d7d48e1cf80e000c73fd05_2016-06-07,57d7d48e1cf80e000c73fd05,07/06/2016,159,57344eb46b9acb000d4c6960_Z7,-0.583700717,46.40577034,10,10,2.302585093,4699.7685,08/06/2016 06:10,07/06/2016 21:52,29881,07/06/2016 08:46,07/06/2016 23:56,0.068121899,0.111907,31,7.68505,3.920459,2.961417,4.939634,5.192301563,5.420330706,3.546930078,3.810967657,2.370967689,-0.229032253,-0.609032244,-1.929032215,-1.129032233,3.535999921,0,0,0,0,0,0,0,0.060619455,0.89899932,0.03158833,0.000778125,0.000381989,1.655765936,2.24768024,0.012467138,4430.729681
57d7d48e1cf80e000c73fd05_2016-06-08,57d7d48e1cf80e000c73fd05,08/06/2016,160,57344eb46b9acb000d4c6960_Z7,-0.583700717,46.40577034,20,20,2.995732274,4349.434,09/06/2016 06:10,08/06/2016 21:52,29824,08/06/2016 09:49,09/06/2016 00:37,0.131065319,0.111907,19,5.346027,7.68505,3.920459,2.961417,4.939634217,5.192301563,0.1418332,3.822257979,3.842257979,2.402258011,-0.197741931,-0.577741923,-1.897741893,2.143999952,0,0,0,0,0,0,0,0.060619455,0.89899932,0.03158833,0.000778125,0.000381989,1.655765936,2.24768024,0.012467138,4430.729681
57d7d48e1cf80e000c73fd05_2016-06-09,57d7d48e1cf80e000c73fd05,09/06/2016,161,57344eb46b9acb000d4c6960_Z7,-0.583700717,46.40577034,11,11,2.397895273,3693.541,10/06/2016 06:09,09/06/2016 21:53,29770,09/06/2016 10:53,10/06/2016 01:13,0.210647692,0.111907,77,5.374009,5.346027,7.68505,3.920459,2.961417012,4.939634217,0.034396984,3.897419268,3.597419274,3.617419274,2.177419306,-0.422580636,-0.802580627,1.407999969,0,0,0,0,0,0,0,0.060619455,0.89899932,0.03158833,0.000778125,0.000381989,1.655765936,2.24768024,0.012467138,4430.729681
57d7d4b11cf80e000e957fde_2016-06-06,57d7d4b11cf80e000e957fde,06/06/2016,158,57344eb46b9acb000d4c6960_Z6,-0.58399576,46.40614579,34,32,3.465735903,4183.119,07/06/2016 06:10,06/06/2016 21:51,29943,06/06/2016 07:47,06/06/2016 23:07,0.024656179,0.1143841,72,3.920459,2.961417,4.939634,5.192302,5.420330706,5.481785129,-0.510539236,2.329354787,-0.270645155,-0.650645147,-1.970645117,-1.170645135,-2.110645114,3.283999927,0,0,0,0,0,0,0,0.059420609,0.900808778,0.03110201,0.000778081,0.000371357,1.649097393,2.25285972,0.012250451,4389.21743
57d7d4b11cf80e000e957fde_2016-06-07,57d7d4b11cf80e000e957fde,07/06/2016,159,57344eb46b9acb000d4c6960_Z6,-0.58399576,46.40614579,20,20,2.995732274,4722.852,08/06/2016 06:10,07/06/2016 21:52,29881,07/06/2016 08:46,07/06/2016 23:56,0.068121899,0.1143841,31,7.68505,3.920459,2.961417,4.939634,5.192301563,5.420330706,3.546930078,3.810967657,2.370967689,-0.229032253,-0.609032244,-1.929032215,-1.129032233,3.535999921,0,0,0,0,0,0,0,0.059420609,0.900808778,0.03110201,0.000778081,0.000371357,1.649097393,2.25285972,0.012250451,4389.21743
57d7d4b11cf80e000e957fde_2016-06-08,57d7d4b11cf80e000e957fde,08/06/2016,160,57344eb46b9acb000d4c6960_Z6,-0.58399576,46.40614579,17,17,2.833213344,5688.116,09/06/2016 06:10,08/06/2016 21:52,29824,08/06/2016 09:49,09/06/2016 00:37,0.131065319,0.1143841,19,5.346027,7.68505,3.920459,2.961417,4.939634217,5.192301563,0.1418332,3.822257979,3.842257979,2.402258011,-0.197741931,-0.577741923,-1.897741893,2.143999952,0,0,0,0,0,0,0,0.059420609,0.900808778,0.03110201,0.000778081,0.000371357,1.649097393,2.25285972,0.012250451,4389.21743
57d7d4b11cf80e000e957fde_2016-06-09,57d7d4b11cf80e000e957fde,09/06/2016,161,57344eb46b9acb000d4c6960_Z6,-0.58399576,46.40614579,36,32,3.465735903,4261.055,10/06/2016 06:09,09/06/2016 21:53,29770,09/06/2016 10:53,10/06/2016 01:13,0.210647692,0.1143841,77,5.374009,5.346027,7.68505,3.920459,2.961417012,4.939634217,0.034396984,3.897419268,3.597419274,3.617419274,2.177419306,-0.422580636,-0.802580627,1.407999969,0,0,0,0,0,0,0,0.059420609,0.900808778,0.03110201,0.000778081,0.000371357,1.649097393,2.25285972,0.012250451,4389.21743
57d7d5224afc01000cdcd295_2016-06-06,57d7d5224afc01000cdcd295,06/06/2016,158,57344eb46b9acb000d4c6960_Z5,-0.584095001,46.4057426,33,30,3.401197382,4162.514,07/06/2016 06:10,06/06/2016 21:51,29944,06/06/2016 07:47,06/06/2016 23:07,0.024656179,0.112893,72,3.920459,2.961417,4.939634,5.192302,5.420330706,5.481785129,-0.510539236,2.329354787,-0.270645155,-0.650645147,-1.970645117,-1.170645135,-2.110645114,3.283999927,0,0,0,0,0,0,0,0.060808299,0.898507827,0.03170393,0.000778097,0.000385512,1.65766678,2.2552377,0.012468867,4434.077643
57d7d5224afc01000cdcd295_2016-06-07,57d7d5224afc01000cdcd295,07/06/2016,159,57344eb46b9acb000d4c6960_Z5,-0.584095001,46.4057426,10,10,2.302585093,4697.604,08/06/2016 06:10,07/06/2016 21:52,29882,07/06/2016 08:46,07/06/2016 23:56,0.068121899,0.112893,31,7.68505,3.920459,2.961417,4.939634,5.192301563,5.420330706,3.546930078,3.810967657,2.370967689,-0.229032253,-0.609032244,-1.929032215,-1.129032233,3.535999921,0,0,0,0,0,0,0,0.060808299,0.898507827,0.03170393,0.000778097,0.000385512,1.65766678,2.2552377,0.012468867,4434.077643
57d7d5224afc01000cdcd295_2016-06-08,57d7d5224afc01000cdcd295,08/06/2016,160,57344eb46b9acb000d4c6960_Z5,-0.584095001,46.4057426,35,35,3.555348061,5752.081,09/06/2016 06:10,08/06/2016 21:52,29824,08/06/2016 09:49,09/06/2016 00:37,0.131065319,0.112893,19,5.346027,7.68505,3.920459,2.961417,4.939634217,5.192301563,0.1418332,3.822257979,3.842257979,2.402258011,-0.197741931,-0.577741923,-1.897741893,2.143999952,0,0,0,0,0,0,0,0.060808299,0.898507827,0.03170393,0.000778097,0.000385512,1.65766678,2.2552377,0.012468867,4434.077643
57d7d5224afc01000cdcd295_2016-06-09,57d7d5224afc01000cdcd295,09/06/2016,161,57344eb46b9acb000d4c6960_Z5,-0.584095001,46.4057426,54,54,3.988984047,4424.167,10/06/2016 06:09,09/06/2016 21:53,29771,09/06/2016 10:53,10/06/2016 01:13,0.210647692,0.112893,77,5.374009,5.346027,7.68505,3.920459,2.961417012,4.939634217,0.034396984,3.897419268,3.597419274,3.617419274,2.177419306,-0.422580636,-0.802580627,1.407999969,0,0,0,0,0,0,0,0.060808299,0.898507827,0.03170393,0.000778097,0.000385512,1.65766678,2.2552377,0.012468867,4434.077643
57ef76fa590e27000c5612c2_2016-06-06,57ef76fa590e27000c5612c2,06/06/2016,158,57ee2a8a781acf000d99ff95_Z1,2.082713842,48.7474739,15,9,2.197224577,8423.203,07/06/2016 05:49,06/06/2016 21:51,28725,06/06/2016 07:28,06/06/2016 23:04,0.024656179,13.64466,56,3.255763,2.599998,4.687215,5.60357,6.248198435,4.652953406,-1.124831018,1.685806414,-0.334193541,-1.964193504,-4.664193444,-3.874193462,-1.644193512,3.879999913,0,0,1.200000018,0,0,5.200000077,-0.666666677,0.398536445,0.297325789,0.1309662,0.1651499,0.002581905,1.978826514,2.36248405,0.015639962,3.996859611
581f2452624257000c9e3aad_2016-05-10,581f2452624257000c9e3aad,10/05/2016,131,57344eb46b9acb000d4c6960_Z5,-0.584095001,46.4057426,13,7,1.945910149,6208.786,11/05/2016 06:33,10/05/2016 21:23,33010,10/05/2016 09:58,11/05/2016 01:15,0.171431044,0.112893,58,1.612452,5.412023,9.43027,5.700877,6.067124525,9.808158482,-5.309296902,3.116451543,2.536451556,4.446451514,3.446451536,3.426451536,2.926451547,-0.255999994,0,8.70000013,0,0,0,0,-2.900000043,0.060808299,0.898507827,0.03170393,0.000778097,0.000385512,1.65766678,2.2552377,0.012468867,4434.077643
5820c71ce53331000df4d609_2016-06-04,5820c71ce53331000df4d609,04/06/2016,156,574cafd7984ec9000e4cc103_Z2,-0.599791288,46.44209109,35,35,3.555348061,6056.913,05/06/2016 06:11,04/06/2016 21:50,30062,04/06/2016 06:04,05/06/2016 22:11,0.003032204,0.02988179,45,4.939634,5.192302,5.420331,5.481785,10.40432766,9.243917318,-1.336416775,-0.093548385,-1.413548356,-0.613548373,-1.553548352,-0.173548383,-0.213548382,0.889333313,0,0,0,0,0,4.200000063,-0.280000004,0.088058971,0.666106632,0.1918679,0.04008404,0.001722485,1.922848769,2.46713229,0.041183994,327.8780787
5820da4de53331000eac8633_2016-06-02,5820da4de53331000eac8633,02/06/2016,154,575089454c0e64000e73bdfa_Z1,-0.567312956,46.39074324,23,11,2.397895273,11215.553,03/06/2016 06:12,02/06/2016 21:48,30240,03/06/2016 05:23,03/06/2016 19:58,0,0.1531409,34,5.420331,5.481785,10.40433,9.243917,7.291775552,5.223983009,-2.350704341,-0.97064514,-1.750645122,-0.600645148,-0.730645145,-1.930645118,2.229354789,0.027999999,0,0,0,7.200000107,19.50000029,7.800000116,-4.560000068,0.107220156,0.841790277,0.04188652,0.001121076,0.000601208,1.680638499,2.25861875,0.015222524,4886.64896
5820dc20d61e3c000de15e93_2016-05-28,5820dc20d61e3c000de15e93,28/05/2016,149,574cb22e331ca3000ef3c979_Z1,-0.551790476,46.37198232,179,179,5.187385806,8439.638,29/05/2016 06:15,28/05/2016 21:43,30702,29/05/2016 02:34,29/05/2016 13:48,0,0.04721012,83,5.223983,5.375872,4.119465,4.382919,9.154778315,7.125307011,-0.238739709,3.383225731,1.143225781,-0.116774191,1.363225776,-2.276774143,-3.396774118,3.290666593,7.800000116,6.7000001,0,0,0,0,5.56666675,0.108443625,0.827095766,0.05611397,0.000633077,0.000473924,1.68901978,2.41794354,0.013797385,3393.198638
582d89ed51c70b000dfcd852_2016-06-07,582d89ed51c70b000dfcd852,07/06/2016,159,57344eb46b9acb000d4c6960_Z1,-0.595554471,46.402824,34,34,3.526360525,4790.905,08/06/2016 06:10,07/06/2016 21:52,29883,07/06/2016 08:46,07/06/2016 23:56,0.068121899,0.3566698,31,7.68505,3.920459,2.961417,4.939634,5.192301563,5.420330706,3.546930078,3.810967657,2.370967689,-0.229032253,-0.609032244,-1.929032215,-1.129032233,3.535999921,0,0,0,0,0,0,0,0.070567892,0.884374468,0.03367297,0.002022996,0.000413795,1.684909562,2.41828779,0.012854844,4699.612364
582d89ed51c70b000dfcd852_2016-06-08,582d89ed51c70b000dfcd852,08/06/2016,160,57344eb46b9acb000d4c6960_Z1,-0.595554471,46.402824,19,19,2.944438979,4376.373,09/06/2016 06:10,08/06/2016 21:53,29825,08/06/2016 09:49,09/06/2016 00:37,0.131065319,0.3566698,19,5.346027,7.68505,3.920459,2.961417,4.939634217,5.192301563,0.1418332,3.822257979,3.842257979,2.402258011,-0.197741931,-0.577741923,-1.897741893,2.143999952,0,0,0,0,0,0,0,0.070567892,0.884374468,0.03367297,0.002022996,0.000413795,1.684909562,2.41828779,0.012854844,4699.612364
582d89ed51c70b000dfcd852_2016-06-09,582d89ed51c70b000dfcd852,09/06/2016,161,57344eb46b9acb000d4c6960_Z1,-0.595554471,46.402824,60,58,4.060443011,4245.7095,10/06/2016 06:09,09/06/2016 21:53,29772,09/06/2016 10:53,10/06/2016 01:13,0.210647692,0.3566698,77,5.374009,5.346027,7.68505,3.920459,2.961417012,4.939634217,0.034396984,3.897419268,3.597419274,3.617419274,2.177419306,-0.422580636,-0.802580627,1.407999969,0,0,0,0,0,0,0,0.070567892,0.884374468,0.03367297,0.002022996,0.000413795,1.684909562,2.41828779,0.012854844,4699.612364
582ef9656cb6c8000e60a710_2016-06-07,582ef9656cb6c8000e60a710,07/06/2016,159,57344eb46b9acb000d4c6960_Z2,-0.592996716,46.40325292,29,29,3.36729583,4459.296,08/06/2016 06:10,07/06/2016 21:52,29882,07/06/2016 08:46,07/06/2016 23:56,0.068121899,0.3513611,31,7.68505,3.920459,2.961417,4.939634,5.192301563,5.420330706,3.546930078,3.810967657,2.370967689,-0.229032253,-0.609032244,-1.929032215,-1.129032233,3.535999921,0,0,0,0,0,0,0,0.070286502,0.884363692,0.03432276,0.001778913,0.000420856,1.684781879,2.36325968,0.013052799,4671.99148
582ef9656cb6c8000e60a710_2016-06-08,582ef9656cb6c8000e60a710,08/06/2016,160,57344eb46b9acb000d4c6960_Z2,-0.592996716,46.40325292,13,13,2.564949357,4777.6,09/06/2016 06:10,08/06/2016 21:52,29826,08/06/2016 09:49,09/06/2016 00:37,0.131065319,0.3513611,19,5.346027,7.68505,3.920459,2.961417,4.939634217,5.192301563,0.1418332,3.822257979,3.842257979,2.402258011,-0.197741931,-0.577741923,-1.897741893,2.143999952,0,0,0,0,0,0,0,0.070286502,0.884363692,0.03432276,0.001778913,0.000420856,1.684781879,2.36325968,0.013052799,4671.99148
5831a09a1d3078000df28b00_2016-06-06,5831a09a1d3078000df28b00,06/06/2016,158,57344f4ac6ff6c000dbfba15_Z1,-0.571941376,46.41149667,12,12,2.48490665,4341.595,07/06/2016 06:10,06/06/2016 21:51,29940,06/06/2016 07:47,06/06/2016 23:07,0.024656179,0.07189114,72,3.920459,2.961417,4.939634,5.192302,5.420330706,5.481785129,-0.510539236,2.329354787,-0.270645155,-0.650645147,-1.970645117,-1.170645135,-2.110645114,3.283999927,0,0,0,0,0,0,0,0.076751141,0.881699085,0.03309696,0.001612761,0.000328918,1.6406942,2.37109112,0.013576962,3781.556364
5831a09a1d3078000df28b00_2016-06-08,5831a09a1d3078000df28b00,08/06/2016,160,57344f4ac6ff6c000dbfba15_Z1,-0.571941376,46.41149667,22,22,3.091042453,5076.199,09/06/2016 06:09,08/06/2016 21:52,29821,08/06/2016 09:49,09/06/2016 00:37,0.131065319,0.07189114,19,5.346027,7.68505,3.920459,2.961417,4.939634217,5.192301563,0.1418332,3.822257979,3.842257979,2.402258011,-0.197741931,-0.577741923,-1.897741893,2.143999952,0,0,0,0,0,0,0,0.076751141,0.881699085,0.03309696,0.001612761,0.000328918,1.6406942,2.37109112,0.013576962,3781.556364
5831a09a1d3078000df28b00_2016-06-09,5831a09a1d3078000df28b00,09/06/2016,161,57344f4ac6ff6c000dbfba15_Z1,-0.571941376,46.41149667,29,25,3.218875825,4847.217,10/06/2016 06:09,09/06/2016 21:53,29768,09/06/2016 10:52,10/06/2016 01:13,0.210647692,0.07189114,77,5.374009,5.346027,7.68505,3.920459,2.961417012,4.939634217,0.034396984,3.897419268,3.597419274,3.617419274,2.177419306,-0.422580636,-0.802580627,1.407999969,0,0,0,0,0,0,0,0.076751141,0.881699085,0.03309696,0.001612761,0.000328918,1.6406942,2.37109112,0.013576962,3781.556364
5832febc1f65c8000e31cbca_2016-05-25,5832febc1f65c8000e31cbca,25/05/2016,146,574424a75c1c2c000ea8959c_Z6,2.061723948,49.48200964,12,12,2.48490665,2691.151,26/05/2016 05:54,25/05/2016 21:42,29531,26/05/2016 00:34,26/05/2016 10:04,0.809346276,1.571382,38,4.186882,9.350935,4.827007,5.883028,3.962322551,8.232860985,-2.471070873,-3.809354754,-3.909354751,-1.699354801,0.080645159,2.230645111,-0.269354833,-2.348666614,0,0,7.40000011,16.60000025,14.40000021,0,-7.213333441,0.109746654,0.622460035,0.04108824,0.1783838,0.01443411,1.91843795,1.9446251,0.011072209,1582.125209
5832fef01f65c8000fd6d2d7_2016-05-25,5832fef01f65c8000fd6d2d7,25/05/2016,146,574424a75c1c2c000ea8959c_Z7,2.061273336,49.481926,11,11,2.397895273,2642.078,26/05/2016 05:54,25/05/2016 21:42,29531,26/05/2016 00:34,26/05/2016 10:04,0.809346276,1.582362,38,4.186882,9.350935,4.827007,5.883028,3.962322551,8.232860985,-2.471070873,-3.809354754,-3.909354751,-1.699354801,0.080645159,2.230645111,-0.269354833,-2.348666614,0,0,7.40000011,16.60000025,14.40000021,0,-7.213333441,0.109894462,0.619022883,0.0411892,0.1807359,0.01472003,1.922466959,1.93940595,0.011072359,1558.466906
585aae6de297f2000eca230b_2014-06-02,585aae6de297f2000eca230b,02/06/2014,153,5859b29be5d531000d494194_Z1,4.410538673,47.87322707,200,146,4.983606622,9516.9845,03/06/2014 05:46,02/06/2014 21:34,29552,02/06/2014 10:13,03/06/2014 00:46,0.234061734,0.05192753,65,3.337667,6.89638,6.958441,5.390726,4.46430494,2.801788361,-2.676882349,-1.614516093,-2.294516078,-2.384516076,-0.954516108,-2.414516075,-3.694516046,0.545333321,0,0,0,0,0,0,0,0.052821256,0.55468867,0.08084641,0.1812828,0.08604189,1.946820813,1.00797265,0.032756546,0
585be6f9e4cb09000dd9bf37_2014-06-03,585be6f9e4cb09000dd9bf37,03/06/2014,154,5859b29be5d531000d494194_Z1,4.410538673,47.87322707,52,51,3.931825633,7725.315,04/06/2014 05:46,03/06/2014 21:34,29465,03/06/2014 11:12,04/06/2014 01:14,0.329469056,0.05192753,86,1.565254,3.337667,6.89638,6.958441,5.390725944,4.46430494,-3.794408322,-0.934838689,-1.124838685,-1.804838669,-1.894838667,-0.464838699,-1.924838667,0.490666656,1.500000022,0,0,0,0,0,1.500000022,0.052821256,0.55468867,0.08084641,0.1812828,0.08604189,1.946820813,1.00797265,0.032756546,0
592c4e5f5831e0000f2a1812_2017-05-26,592c4e5f5831e0000f2a1812,26/05/2017,146,56e84bc91907b10015bf0acb_Z1,2.746222615,47.84963623,20,13,2.564949357,9847.579,27/05/2017 05:58,26/05/2017 21:33,30252,26/05/2017 06:51,26/05/2017 22:15,0.014006076,0.6550046,24,4.518849,9.724709,6.060528,6.579512,3.001668339,6.972085483,-2.519792011,3.528709599,2.498709622,0.578709664,1.418709646,1.838709636,-2.651290263,2.189333284,0,0,0,0,0,0,0,0.15890855,0.467050194,0.03525368,0.2449439,0.0735875,2.017031254,1.5535913,0.037701167,158.9564288
593164469cdeb3000de204d6_2017-05-31,593164469cdeb3000de204d6,31/05/2017,151,59311bfc658482000dde6fa8_Z1,6.575218141,43.45567206,19,19,2.944438979,2949.74,01/06/2017 05:55,31/05/2017 21:06,31727,31/05/2017 11:56,01/06/2017 01:57,0.366777793,3.909168,48,3.471313,3.716183,1.615551,0.8944279,2.5000009,0.806225775,1.235804315,2.288709626,4.188709584,3.828709592,3.878709591,3.148709607,2.638709618,-1.499999966,0,0,0,0,0,0,0,0.181958054,0.003918933,0.009256181,0.1261203,0.2830722,2.036104835,1.89559971,0.037075127,16.82090771
59467ccf497dbc000d8ae590_2017-06-17,59467ccf497dbc000d8ae590,17/06/2017,168,59466fea497dbc000e7f3283_Z1,3.985616416,43.91483235,284,240,5.480638923,10857.256,18/06/2017 06:01,17/06/2017 21:29,30717,18/06/2017 02:28,18/06/2017 14:58,0,1.408239,20,10.82682,11.772,2.915476,2.009975,0.905538345,3.130494498,5.393926654,4.668709573,7.608709507,6.668709528,5.138709563,6.208709539,5.638709551,-1.877333291,0,0,0,0,0,0,0,0.11194695,0.043854997,0.01563218,0.1175031,0.2054607,2.001621823,1.1757024,0.035575768,0.038179249
594791b0f93cb0000d73209e_2017-06-15,594791b0f93cb0000d73209e,15/06/2017,166,57c3dfce3c830c000ebce9c5_Z1,-1.09833777,49.18769496,19,18,2.890371758,4372.5,16/06/2017 05:58,15/06/2017 22:11,28037,16/06/2017 01:54,16/06/2017 12:55,0.608999749,0.06469175,76,12.30325,3.361547,1.7088,8.672948,12.46515385,5.500909652,6.96371691,2.353548334,3.963548299,-0.636451599,-0.736451596,1.933548344,3.733548304,0.842666648,0,0,0,0,0,0,0,0.088578587,0.264519008,0.5921261,0.04155172,0.003689006,1.335311506,1.98274493,0.095375309,2.011473943
