Part_nuit,Participation,Date,Julian_day,site_point,Longitude,Latitude,Eptser_tot,Eptser_tot_Part1,ln_Eptser_tot_Part1,Median_part1,Sunrise,Sunset,NightDuration,Moonrise,Moonset,Moonlight,ALAN,Cloud_cover,Windspeed,Windspeed_1before,Windspeed_2before,Windspeed_3before,Windspeed_4before,Windspeed_5before,Difference_windspeed,Temperature_anomaly,Temperature_anomaly_1before,Temperature_anomaly_2before,Temperature_anomaly_3before,Temperature_anomaly_4before,Temperature_anomaly_5before,Difference_temperature_anomaly,Precipitations,Precipitations_1before,Precipitations_2before,Precipitations_3before,Precipitations_4before,Precipitations_5before,Difference_precipitations,Artifialized_surfaces,Crops,Grasslands,Deciduous_forests,Conifer_forests,Shannon_index,Road_density,SWF_density,Min_dist_water
594799c0f93cb0000d7320d3_2017-06-12,594799c0f93cb0000d7320d3,12/06/2017,163,57344eb46b9acb000d4c6960_Z1,-0.595554471,46.402824,13,7,1.945910149,15362.801,13/06/2017 06:09,12/06/2017 21:55,29650,13/06/2017 00:00,13/06/2017 09:43,0.878291082,0.3566698,14,5.52268,7.564391,1.886797,5.316013,2.952965323,5.903390294,0.647579804,1.833548346,5.483548265,2.703548327,2.143548339,3.113548318,-2.006451568,-1.425333301,0,0,0,0,5.40000008,0,-0.720000011,0.070567892,0.884374468,0.03367297,0.002022996,0.000413795,1.684909562,2.41828779,0.012854844,4699.612364
59479a60564127000f3ebf3b_2017-06-15,59479a60564127000f3ebf3b,15/06/2017,166,57344eb46b9acb000d4c6960_Z3,-0.586195707,46.40505014,10,10,2.302585093,7302.9545,16/06/2017 06:09,15/06/2017 21:56,29554,16/06/2017 01:48,16/06/2017 12:57,0.608999749,0.2107564,39,9.411164,3.41321,4.604344,5.52268,7.564391013,1.886797021,4.80669433,4.575483769,6.76548372,2.365483818,0.775483854,4.425483772,1.645483834,0.834666648,0,0,0,0,0,0,0,0.064221771,0.893208961,0.03301632,0.000799324,0.000406736,1.667572511,2.28269191,0.012786645,4515.794656
59479ba9f93cb0000f173b92_2017-06-14,59479ba9f93cb0000f173b92,14/06/2017,165,57344eb46b9acb000d4c6960_Z5,-0.584095001,46.4057426,17,6,1.791759469,7473.5,15/06/2017 06:09,14/06/2017 21:56,29581,15/06/2017 01:15,15/06/2017 11:49,0.709585895,0.112893,40,3.41321,4.604344,5.52268,7.564391,1.886797021,5.316013121,-1.713138011,6.854838556,2.454838655,0.86483869,4.514838609,1.734838671,1.174838683,4.593333231,0,0,0,0,0,0,0,0.060808299,0.898507827,0.03170393,0.000778097,0.000385512,1.65766678,2.2552377,0.012468867,4434.077643
59479ba9f93cb0000f173b92_2017-06-15,59479ba9f93cb0000f173b92,15/06/2017,166,57344eb46b9acb000d4c6960_Z5,-0.584095001,46.4057426,16,16,2.772588722,4461.5,16/06/2017 06:09,15/06/2017 21:56,29553,16/06/2017 01:48,16/06/2017 12:57,0.608999749,0.112893,39,9.411164,3.41321,4.604344,5.52268,7.564391013,1.886797021,4.80669433,4.575483769,6.76548372,2.365483818,0.775483854,4.425483772,1.645483834,0.834666648,0,0,0,0,0,0,0,0.060808299,0.898507827,0.03170393,0.000778097,0.000385512,1.65766678,2.2552377,0.012468867,4434.077643
59479cab564127000d6df599_2017-06-14,59479cab564127000d6df599,14/06/2017,165,57344eb46b9acb000d4c6960_Z6,-0.58399576,46.40614579,57,19,2.944438979,7497,15/06/2017 06:09,14/06/2017 21:56,29580,15/06/2017 01:15,15/06/2017 11:49,0.709585895,0.1143841,40,3.41321,4.604344,5.52268,7.564391,1.886797021,5.316013121,-1.713138011,6.854838556,2.454838655,0.86483869,4.514838609,1.734838671,1.174838683,4.593333231,0,0,0,0,0,0,0,0.059420609,0.900808778,0.03110201,0.000778081,0.000371357,1.649097393,2.25285972,0.012250451,4389.21743
59479cab564127000d6df599_2017-06-15,59479cab564127000d6df599,15/06/2017,166,57344eb46b9acb000d4c6960_Z6,-0.58399576,46.40614579,16,13,2.564949357,6955.797,16/06/2017 06:09,15/06/2017 21:56,29553,16/06/2017 01:48,16/06/2017 12:57,0.608999749,0.1143841,39,9.411164,3.41321,4.604344,5.52268,7.564391013,1.886797021,4.80669433,4.575483769,6.76548372,2.365483818,0.775483854,4.425483772,1.645483834,0.834666648,0,0,0,0,0,0,0,0.059420609,0.900808778,0.03110201,0.000778081,0.000371357,1.649097393,2.25285972,0.012250451,4389.21743
59479cf7564127000d6df59c_2017-06-14,59479cf7564127000d6df59c,14/06/2017,165,57344eb46b9acb000d4c6960_Z7,-0.583700717,46.40577034,17,3,1.098612289,7407,15/06/2017 06:09,14/06/2017 21:56,29580,15/06/2017 01:15,15/06/2017 11:49,0.709585895,0.111907,40,3.41321,4.604344,5.52268,7.564391,1.886797021,5.316013121,-1.713138011,6.854838556,2.454838655,0.86483869,4.514838609,1.734838671,1.174838683,4.593333231,0,0,0,0,0,0,0,0.060619455,0.89899932,0.03158833,0.000778125,0.000381989,1.655765936,2.24768024,0.012467138,4430.729681
59479df3564127000d6df5a3_2017-06-13,59479df3564127000d6df5a3,13/06/2017,164,57344eb46b9acb000d4c6960_Z8,-0.583727539,46.40631779,11,11,2.397895273,4976.3,14/06/2017 06:09,13/06/2017 21:55,29612,14/06/2017 00:40,14/06/2017 10:44,0.800719717,0.106926,100,4.604344,5.52268,7.564391,1.886797,5.316013121,2.952965323,-0.536745771,2.927419289,1.337419325,4.987419243,2.207419305,1.647419318,2.617419296,0.315999993,0,0,0,0,0,5.40000008,-0.360000005,0.058883238,0.901876591,0.03078381,0.000778084,0.000371358,1.644689405,2.25271592,0.0122104,4369.945682
59479df3564127000d6df5a3_2017-06-14,59479df3564127000d6df5a3,14/06/2017,165,57344eb46b9acb000d4c6960_Z8,-0.583727539,46.40631779,52,8,2.079441542,7470.5,15/06/2017 06:09,14/06/2017 21:56,29580,15/06/2017 01:15,15/06/2017 11:49,0.709585895,0.106926,40,3.41321,4.604344,5.52268,7.564391,1.886797021,5.316013121,-1.713138011,6.854838556,2.454838655,0.86483869,4.514838609,1.734838671,1.174838683,4.593333231,0,0,0,0,0,0,0,0.058883238,0.901876591,0.03078381,0.000778084,0.000371358,1.644689405,2.25271592,0.0122104,4369.945682
59479df3564127000d6df5a3_2017-06-15,59479df3564127000d6df5a3,15/06/2017,166,57344eb46b9acb000d4c6960_Z8,-0.583727539,46.40631779,17,16,2.772588722,9864.872,16/06/2017 06:09,15/06/2017 21:56,29553,16/06/2017 01:48,16/06/2017 12:57,0.608999749,0.106926,39,9.411164,3.41321,4.604344,5.52268,7.564391013,1.886797021,4.80669433,4.575483769,6.76548372,2.365483818,0.775483854,4.425483772,1.645483834,0.834666648,0,0,0,0,0,0,0,0.058883238,0.901876591,0.03078381,0.000778084,0.000371358,1.644689405,2.25271592,0.0122104,4369.945682
59479f1b564127000d6df5b3_2017-06-14,59479f1b564127000d6df5b3,14/06/2017,165,57344eb46b9acb000d4c6960_Z34,-0.595870972,46.40337814,22,17,2.833213344,3935.795,15/06/2017 06:09,14/06/2017 21:56,29582,15/06/2017 01:15,15/06/2017 11:49,0.709585895,0.3535568,40,3.41321,4.604344,5.52268,7.564391,1.886797021,5.316013121,-1.713138011,6.854838556,2.454838655,0.86483869,4.514838609,1.734838671,1.174838683,4.593333231,0,0,0,0,0,0,0,0.067658621,0.886561338,0.03461801,0.002023039,0.000413803,1.686086724,2.36596119,0.012608848,4636.074697
59479fcbf93cb0000eccaebe_2017-06-13,59479fcbf93cb0000eccaebe,13/06/2017,164,57344f4ac6ff6c000dbfba15_Z1,-0.571941376,46.41149667,12,12,2.48490665,6375.072,14/06/2017 06:09,13/06/2017 21:55,29609,14/06/2017 00:40,14/06/2017 10:44,0.800719717,0.07189114,100,4.604344,5.52268,7.564391,1.886797,5.316013121,2.952965323,-0.536745771,2.927419289,1.337419325,4.987419243,2.207419305,1.647419318,2.617419296,0.315999993,0,0,0,0,0,5.40000008,-0.360000005,0.076751141,0.881699085,0.03309696,0.001612761,0.000328918,1.6406942,2.37109112,0.013576962,3781.556364
594cfd6cf0ed21000fc91462_2017-06-20,594cfd6cf0ed21000fc91462,20/06/2017,171,57c3dfce3c830c000ebce9c5_Z2,-1.106770635,49.18627147,226,186,5.225746674,2910.5,21/06/2017 05:59,20/06/2017 22:13,27966,21/06/2017 04:19,21/06/2017 19:07,0,0.2194978,30,9.304837,5.21536,8.989993,2.999999,7.088021332,12.30325298,2.803766024,8.673870774,6.983870812,3.813870882,2.103870921,0.233870963,1.313870938,4.789333226,0,0,0,0,0,0,0,0.110587682,0.249928377,0.5829929,0.0421923,0.003858491,1.364980374,2.08074119,0.098890109,279.9969955
59528136026a23000da7e42c_2017-06-14,59528136026a23000da7e42c,14/06/2017,165,59528075026a23000eab7317_Z1,3.429963961,50.41290962,57,33,3.496507561,11734.002,15/06/2017 05:34,14/06/2017 21:58,27327,15/06/2017 01:08,15/06/2017 11:23,0.709585895,3.388111,32,6.041523,3.60555,7.782032,9.402129,4.237924516,8.683893942,-0.259944198,3.865806365,0.155806448,-0.184193544,6.365806309,2.265806401,2.105806405,2.147333285,0,0,0,0,0,1.100000016,-0.073333334,0.153439382,0.029344454,0.09434723,0.6173336,0.04955591,1.403200597,1.29942054,0.014350555,74.64211413
59528136026a23000da7e42c_2017-06-15,59528136026a23000da7e42c,15/06/2017,166,59528075026a23000eab7317_Z1,3.429963961,50.41290962,42,42,3.737669618,4536.502,16/06/2017 05:34,15/06/2017 21:59,27296,16/06/2017 01:38,16/06/2017 12:34,0.608999749,3.388111,38,10.06479,6.041523,3.60555,7.782032,9.40212898,4.237924516,3.996917102,5.901290191,4.071290232,0.361290315,0.021290322,6.571290176,2.471290267,3.402666591,0,0,0,0,0,0,0,0.153439382,0.029344454,0.09434723,0.6173336,0.04955591,1.403200597,1.29942054,0.014350555,74.64211413
59528136026a23000da7e42c_2017-06-16,59528136026a23000da7e42c,16/06/2017,167,59528075026a23000eab7317_Z1,3.429963961,50.41290962,21,21,3.044522438,3342.002,17/06/2017 05:34,16/06/2017 21:59,27269,17/06/2017 02:05,17/06/2017 13:47,0.503497715,3.388111,25,5.124454,10.06479,6.041523,3.60555,7.782032498,9.40212898,-2.227071732,1.922580602,5.962580512,4.132580553,0.422580636,0.082580643,6.632580497,-1.704666629,0,0,0,0,0,0,0,0.153439382,0.029344454,0.09434723,0.6173336,0.04955591,1.403200597,1.29942054,0.014350555,74.64211413
59528136026a23000da7e42c_2017-06-17,59528136026a23000da7e42c,17/06/2017,168,59528075026a23000eab7317_Z1,3.429963961,50.41290962,32,27,3.295836866,7531.002,18/06/2017 05:34,17/06/2017 22:00,27247,18/06/2017 02:32,18/06/2017 15:02,0,3.388111,10,0.7280106,5.124454,10.06479,6.041523,3.605550443,7.782032498,-5.871931559,4.026774104,1.51677416,5.556774069,3.72677411,0.016774193,-0.323225799,1.313333304,0,0,0,0,0,0,0,0.153439382,0.029344454,0.09434723,0.6173336,0.04955591,1.403200597,1.29942054,0.014350555,74.64211413
59528136026a23000da7e42c_2017-06-18,59528136026a23000da7e42c,18/06/2017,169,59528075026a23000eab7317_Z1,3.429963961,50.41290962,35,23,3.135494216,8142.002,19/06/2017 05:34,18/06/2017 22:00,27232,19/06/2017 02:57,19/06/2017 16:17,0,3.388111,13,8.377349,0.7280106,5.124454,10.06479,6.041522987,3.605550443,3.709293306,4.979677308,3.679677337,1.169677393,5.209677303,3.379677344,-0.330322573,1.970666623,0,0,0,0,0,0,0,0.153439382,0.029344454,0.09434723,0.6173336,0.04955591,1.403200597,1.29942054,0.014350555,74.64211413
59528136026a23000da7e42c_2017-06-19,59528136026a23000da7e42c,19/06/2017,170,59528075026a23000eab7317_Z1,3.429963961,50.41290962,49,20,2.995732274,12976.002,20/06/2017 05:34,19/06/2017 22:00,27223,20/06/2017 03:26,20/06/2017 17:34,0,3.388111,17,4.596736,8.377349,0.7280106,5.124454,10.06479267,6.041522987,-1.159481182,7.451290156,4.881290213,3.581290243,1.071290299,5.111290208,3.281290249,3.754666583,0,0,0,0,0,0,0,0.153439382,0.029344454,0.09434723,0.6173336,0.04955591,1.403200597,1.29942054,0.014350555,74.64211413
59528136026a23000da7e42c_2017-06-20,59528136026a23000da7e42c,20/06/2017,171,59528075026a23000eab7317_Z1,3.429963961,50.41290962,55,34,3.526360525,7286.502,21/06/2017 05:34,20/06/2017 22:01,27218,21/06/2017 03:57,21/06/2017 18:51,0,3.388111,12,7.963038,4.596736,8.377349,0.7280106,5.124454498,10.06479267,2.696984035,7.471290156,7.251290161,4.681290218,3.381290247,0.871290303,4.911290213,2.68599994,0,0,0,0,0,0,0,0.153439382,0.029344454,0.09434723,0.6173336,0.04955591,1.403200597,1.29942054,0.014350555,74.64211413
5953acd596c458000d1f2015_2017-06-13,5953acd596c458000d1f2015,13/06/2017,164,59528075026a23000eab7317_Z2,3.428969532,50.41158409,34,34,3.526360525,6941.502,14/06/2017 05:34,13/06/2017 21:58,27367,14/06/2017 00:35,14/06/2017 10:16,0.800719717,3.114671,39,3.60555,7.782032,9.402129,4.237925,8.683893942,4.257935448,-3.784994956,0.904838689,0.564838697,7.114838551,3.014838642,2.854838646,3.754838626,-2.414666613,0,0,0,0,1.100000016,11.30000017,-0.900000013,0.152148463,0.033062519,0.09595136,0.6157878,0.04717812,1.411463448,1.26304014,0.014003437,13.17872168
5953acd596c458000d1f2015_2017-06-14,5953acd596c458000d1f2015,14/06/2017,165,59528075026a23000eab7317_Z2,3.428969532,50.41158409,99,66,4.189654742,9815.002,15/06/2017 05:34,14/06/2017 21:58,27329,15/06/2017 01:08,15/06/2017 11:23,0.709585895,3.114671,32,6.041523,3.60555,7.782032,9.402129,4.237924516,8.683893942,-0.259944198,3.865806365,0.155806448,-0.184193544,6.365806309,2.265806401,2.105806405,2.147333285,0,0,0,0,0,1.100000016,-0.073333334,0.152148463,0.033062519,0.09595136,0.6157878,0.04717812,1.411463448,1.26304014,0.014003437,13.17872168
5953acd596c458000d1f2015_2017-06-15,5953acd596c458000d1f2015,15/06/2017,166,59528075026a23000eab7317_Z2,3.428969532,50.41158409,51,51,3.931825633,6408.002,16/06/2017 05:34,15/06/2017 21:59,27296,16/06/2017 01:38,16/06/2017 12:34,0.608999749,3.114671,38,10.06479,6.041523,3.60555,7.782032,9.40212898,4.237924516,3.996917102,5.901290191,4.071290232,0.361290315,0.021290322,6.571290176,2.471290267,3.402666591,0,0,0,0,0,0,0,0.152148463,0.033062519,0.09595136,0.6157878,0.04717812,1.411463448,1.26304014,0.014003437,13.17872168
5953acd596c458000d1f2015_2017-06-16,5953acd596c458000d1f2015,16/06/2017,167,59528075026a23000eab7317_Z2,3.428969532,50.41158409,29,29,3.36729583,5678.002,17/06/2017 05:34,16/06/2017 21:59,27269,17/06/2017 02:05,17/06/2017 13:47,0.503497715,3.114671,25,5.124454,10.06479,6.041523,3.60555,7.782032498,9.40212898,-2.227071732,1.922580602,5.962580512,4.132580553,0.422580636,0.082580643,6.632580497,-1.704666629,0,0,0,0,0,0,0,0.152148463,0.033062519,0.09595136,0.6157878,0.04717812,1.411463448,1.26304014,0.014003437,13.17872168
5953acd596c458000d1f2015_2017-06-17,5953acd596c458000d1f2015,17/06/2017,168,59528075026a23000eab7317_Z2,3.428969532,50.41158409,92,84,4.430816799,8942.502,18/06/2017 05:34,17/06/2017 22:00,27248,18/06/2017 02:32,18/06/2017 15:02,0,3.114671,10,0.7280106,5.124454,10.06479,6.041523,3.605550443,7.782032498,-5.871931559,4.026774104,1.51677416,5.556774069,3.72677411,0.016774193,-0.323225799,1.313333304,0,0,0,0,0,0,0,0.152148463,0.033062519,0.09595136,0.6157878,0.04717812,1.411463448,1.26304014,0.014003437,13.17872168
5953acd596c458000d1f2015_2017-06-18,5953acd596c458000d1f2015,18/06/2017,169,59528075026a23000eab7317_Z2,3.428969532,50.41158409,111,92,4.521788577,5592.002,19/06/2017 05:34,18/06/2017 22:00,27233,19/06/2017 02:57,19/06/2017 16:17,0,3.114671,13,8.377349,0.7280106,5.124454,10.06479,6.041522987,3.605550443,3.709293306,4.979677308,3.679677337,1.169677393,5.209677303,3.379677344,-0.330322573,1.970666623,0,0,0,0,0,0,0,0.152148463,0.033062519,0.09595136,0.6157878,0.04717812,1.411463448,1.26304014,0.014003437,13.17872168
5953acd596c458000d1f2015_2017-06-19,5953acd596c458000d1f2015,19/06/2017,170,59528075026a23000eab7317_Z2,3.428969532,50.41158409,167,111,4.709530201,7946.002,20/06/2017 05:34,19/06/2017 22:00,27224,20/06/2017 03:26,20/06/2017 17:34,0,3.114671,17,4.596736,8.377349,0.7280106,5.124454,10.06479267,6.041522987,-1.159481182,7.451290156,4.881290213,3.581290243,1.071290299,5.111290208,3.281290249,3.754666583,0,0,0,0,0,0,0,0.152148463,0.033062519,0.09595136,0.6157878,0.04717812,1.411463448,1.26304014,0.014003437,13.17872168
5954a3da05f6d5000e51f1d5_2017-06-01,5954a3da05f6d5000e51f1d5,01/06/2017,152,59350bb4899fac000edd355c_D1,-1.000526994,43.5139683,32,28,3.33220451,3198.723,02/06/2017 06:25,01/06/2017 21:38,31624,01/06/2017 13:36,02/06/2017 03:01,0.471548631,0.09199711,47,3.373425,3.19531,1.220653,3.538362,6.506918426,7.071067043,-0.063851793,3.424516052,2.574516071,1.214516102,2.744516068,6.284515989,4.454516029,0.558666654,0,0,4.900000073,5.100000076,0,0,-2.326666701,0.087340045,0.286403466,0.1718966,0.3214965,0.03304166,1.893271353,1.17029332,0.035997153,22.92801513
5954a3f305f6d5000df26e2e_2017-06-01,5954a3f305f6d5000df26e2e,01/06/2017,152,59350bb4899fac000edd355c_Z1,-1.000329852,43.51480568,20,13,2.564949357,9580.731,02/06/2017 06:25,01/06/2017 21:38,31624,01/06/2017 13:36,02/06/2017 03:01,0.471548631,0.1728519,47,3.373425,3.19531,1.220653,3.538362,6.506918426,7.071067043,-0.063851793,3.424516052,2.574516071,1.214516102,2.744516068,6.284515989,4.454516029,0.558666654,0,0,4.900000073,5.100000076,0,0,-2.326666701,0.084656084,0.287061798,0.1714095,0.3193879,0.03446581,1.89342209,1.17313301,0.035503925,116.6618632
597f26f9423a89000f59069b_2017-06-07,597f26f9423a89000f59069b,07/06/2017,158,59634a4a0c2234000d2f8dc4_Z1,6.295313537,48.70277752,41,41,3.713572067,2749.721,08/06/2017 05:32,07/06/2017 21:34,28699,07/06/2017 19:23,08/06/2017 05:21,0.96949446,3.134997,43,2.163332,6.352953,2.332383,5.491811,1.9999997,2.256102498,-2.09172346,-2.394838656,-1.564838675,-0.404838701,-1.564838675,5.045161178,4.515161189,-2.425999946,1.700000025,9.800000146,2.100000031,0,10.30000015,0,-3.500000052,0.182090194,0.323743831,0.2985439,0.1870665,0.000696756,1.887580905,1.22068917,0.004747953,450.5948023
59b061c712ac30000f5f97ca_2017-05-28,59b061c712ac30000f5f97ca,28/05/2017,148,5809dfa3724f57000eaf4e06_Z1,4.789872766,43.59999966,14,8,2.079441542,9785,29/05/2017 06:04,28/05/2017 21:12,31922,28/05/2017 08:45,28/05/2017 23:55,0.105860102,3.480614,29,1.697055,1.615549,5.020956,3.255765,5.608029957,2.996664162,-1.779050872,2.104193501,2.254193498,1.794193508,5.094193435,5.004193437,2.534193492,-0.980666645,0,0,0,0,0,0,0,0.14717192,0.018541514,0.2187276,0.04601421,0.01572244,1.987259192,0.87940067,0.087848209,275.161303
59ce773e50f8e7000ddcdcee_2017-05-23,59ce773e50f8e7000ddcdcee,23/05/2017,143,565c1805189c73000dff56aa_Z4,2.483699798,49.21270812,52,44,3.784189634,5553.133,24/05/2017 05:56,23/05/2017 21:37,29960,24/05/2017 05:32,24/05/2017 19:56,0,6.088565,24,5.115662,2.012461,8.227999,6.236988,8.072176472,4.846649441,-0.396089159,4.065161199,2.575161233,-0.124838707,-1.374838679,-0.87483869,2.405161237,3.471333256,0,0,0,0,2.600000039,14.90000022,-1.34000002,0.335138341,0.054836586,0.08933226,0.4902717,0.01894734,1.495118944,1.80982016,0.014437041,1419.25321
59ebd5ee173b88000f57772d_2017-06-20,59ebd5ee173b88000f57772d,20/06/2017,171,59ddf0f7534ed3000fafca2c_Z1,0.262147307,44.73326503,12,11,2.397895273,4795.002,21/06/2017 06:13,20/06/2017 21:48,30313,21/06/2017 04:23,21/06/2017 18:50,0,0.09146342,26,3.061047,1.315296,5.015973,9.310745,7.922750983,10.23034728,-2.31551675,8.897741737,7.487741768,4.777741829,3.627741854,2.387741882,4.317741839,3.795999915,0,0,0,0,0,0,0,0.09741985,0.21784357,0.2942826,0.1148142,0.01584523,2.02005551,1.7128336,0.027378561,197.8515589
5ad598ee74af90000fb6499d_2017-05-30,5ad598ee74af90000fb6499d,30/05/2017,150,5abb6734c0c569000f1c0699_Z1,0.798239441,47.36093906,17,17,2.833213344,2700,31/05/2017 06:04,30/05/2017 21:43,30061,30/05/2017 11:02,31/05/2017 01:52,0.268015275,2.995227,28,5.731492,5.333854,2.983286,4.118251,2.641968963,11.09414008,1.242475666,3.816451528,4.766451506,8.486451423,6.626451465,5.0664515,4.196451519,-2.315999948,0,0,0,0,0,0,0,0.29998513,0.406792293,0.1194869,0.1258674,0.01006954,2.240906352,2.83480427,0.117572287,310.4161665
5ad6ee86b335ac000e9cbe2c_2017-05-31,5ad6ee86b335ac000e9cbe2c,31/05/2017,151,5abb6734c0c569000f1c0699_Z1,0.798239441,47.36093906,16,16,2.772588722,1356,01/06/2017 06:04,31/05/2017 21:44,29966,31/05/2017 12:13,01/06/2017 02:26,0.366777793,2.995227,56,4.7634,5.731492,5.333854,2.983286,4.118251328,2.641968963,0.108652959,2.737419294,4.157419262,5.107419241,8.827419158,6.967419199,5.407419234,-3.065333265,0,0,0,0,0,0,0,0.29998513,0.406792293,0.1194869,0.1258674,0.01006954,2.240906352,2.83480427,0.117572287,310.4161665
5ad99916f359ee000ff4c6a6_2017-06-02,5ad99916f359ee000ff4c6a6,02/06/2017,153,5abb6734c0c569000f1c0699_Z1,0.798239441,47.36093906,16,16,2.772588722,1505,03/06/2017 06:03,02/06/2017 21:46,29787,02/06/2017 14:31,03/06/2017 03:25,0.577602626,2.995227,81,5.745434,3.828837,4.7634,5.731492,5.333853973,2.983285622,1.142550362,5.255806334,4.615806348,1.995806407,3.415806375,4.365806354,8.085806271,1.380666636,0,0,0,0,0,0,0,0.29998513,0.406792293,0.1194869,0.1258674,0.01006954,2.240906352,2.83480427,0.117572287,310.4161665
5af0823ad73c71000ef81adf_2018-05-05,5af0823ad73c71000ef81adf,05/05/2018,125,58c8ea9b82ec0a000f3e51b9_Z2,-1.58103683,47.19933998,11,9,2.197224577,9839.859,06/05/2018 06:42,05/05/2018 21:22,33617,06/05/2018 02:23,06/05/2018 11:41,0,36.11243,27,7.006426,6.082763,7.655065,7.402702,8.02807656,7.902529985,-0.140298274,2.175161242,-0.664838695,-2.694838649,-3.814838624,-4.324838613,-3.014838642,4.655999896,0,0,0,4.00000006,0.70000001,0,-0.893333347,0.839105176,0.002776304,0.02377365,0.0245305,0.01076923,1.284945049,6.20366459,0.065015447,248.904897
5af0823ad73c71000ef81adf_2018-05-06,5af0823ad73c71000ef81adf,06/05/2018,126,58c8ea9b82ec0a000f3e51b9_Z2,-1.58103683,47.19933998,13,10,2.302585093,4676.12,07/05/2018 06:41,06/05/2018 21:23,33449,07/05/2018 03:03,07/05/2018 12:37,0,36.11243,24,2.109499,7.006426,6.082763,7.655065,7.402701685,8.02807656,-4.901291462,6.139354701,2.359354786,-0.480645151,-2.510645105,-3.63064508,-4.140645069,6.743333183,0,0,0,0,4.00000006,0.70000001,-0.580000009,0.839105176,0.002776304,0.02377365,0.0245305,0.01076923,1.284945049,6.20366459,0.065015447,248.904897
5affe35d21d579000e0e1eb5_2018-05-15,5affe35d21d579000e0e1eb5,15/05/2018,135,57344eb46b9acb000d4c6960_Z5,-0.584095001,46.4057426,11,5,1.609437912,6402.687,16/05/2018 06:27,15/05/2018 21:28,32341,15/05/2018 06:49,16/05/2018 22:38,0.006318855,0.112893,21,7.502667,8.563294,7.602633,9.30054,4.060789283,3.25576525,0.002269279,1.776128993,-2.343870915,-4.653870864,-3.46387089,0.916129012,-0.113870965,4.376666569,0,0,2.500000037,9.700000145,1.200000018,0,-2.766666708,0.060808299,0.898507827,0.03170393,0.000778097,0.000385512,1.65766678,2.2552377,0.012468867,4434.077643
5affe45021d579000fd2c915_2018-05-15,5affe45021d579000fd2c915,15/05/2018,135,57344eb46b9acb000d4c6960_Z6,-0.58399576,46.40614579,12,8,2.079441542,10305.5095,16/05/2018 06:27,15/05/2018 21:28,32340,15/05/2018 06:49,16/05/2018 22:38,0.006318855,0.1143841,21,7.502667,8.563294,7.602633,9.30054,4.060789283,3.25576525,0.002269279,1.776128993,-2.343870915,-4.653870864,-3.46387089,0.916129012,-0.113870965,4.376666569,0,0,2.500000037,9.700000145,1.200000018,0,-2.766666708,0.059420609,0.900808778,0.03110201,0.000778081,0.000371357,1.649097393,2.25285972,0.012250451,4389.21743
5b07c8c131fd2b000e534570_2018-05-16,5b07c8c131fd2b000e534570,16/05/2018,136,5b06e76f8f2db1000e95cf47_Z1,0.585377836,44.17819884,114,114,4.736198448,2541.502,17/05/2018 06:29,16/05/2018 21:18,33040,16/05/2018 07:27,16/05/2018 22:26,0.034184169,10.60903,20,6.824219,8.709191,7.558439,7.116883,7.877183822,3.551056983,-0.804833308,-0.741935467,-3.001935417,-7.201935323,-5.841935353,-4.581935381,-0.471935473,3.989999911,0,4.600000069,8.000000119,5.000000075,6.000000089,1.300000019,-5.553333416,0.46352637,0.177141097,0.1427788,0.1115996,0.01458522,2.176333913,3.25149049,0.076598734,64.73657334
5b14f74f06c9b4000d735c8e_2018-05-31,5b14f74f06c9b4000d735c8e,31/05/2018,151,5b14e73406c9b4000d735aff_Z1,2.866893197,43.22343384,15,15,2.708050201,2580.002,01/06/2018 06:11,31/05/2018 21:20,31841,31/05/2018 23:00,01/06/2018 08:38,0.956165062,1.761359,61,1.603122,1.526433,2.563201,5.478139,4.060785978,7.300684899,-1.712987524,1.935806408,0.06580645,1.125806426,-1.104193524,1.755806412,1.815806411,1.4793333,0,4.500000067,0,13.00000019,0,0,-4.100000061,0.121843047,0.035971836,0.008244061,0.01048987,0.002868268,1.436743599,1.59897998,0.063841911,822.0790391
5b15115906c9b4001d90f13d_2018-05-30,5b15115906c9b4001d90f13d,30/05/2018,150,5b150ef6622def000e03df4c_Z1,2.222971393,48.75122704,10,10,2.302585093,4008.502,31/05/2018 05:53,30/05/2018 21:43,29386,30/05/2018 22:29,31/05/2018 07:37,0.989110274,11.7541,76,4.622769,2.469818,6.27694,2.302171,9.265527508,2.102379604,0.289649159,4.574838607,3.194838638,6.424838566,6.24483857,5.324838591,3.394838634,-0.388666658,6.800000101,14.70000022,6.900000103,0,0,18.50000028,-1.173333351,0.457900484,0.083201585,0.05585559,0.3862994,0.005181311,1.568745224,3.67753284,0.017754665,93.64445473
5b31003a9e6f6c000f41ff5f_2018-06-19,5b31003a9e6f6c000f41ff5f,19/06/2018,170,5b3097d6f46ce0000d15b7c7_Z1,2.797060636,42.54192827,19,19,2.944438979,8673.002,20/06/2018 06:11,19/06/2018 21:29,31309,19/06/2018 12:29,20/06/2018 01:56,0.377302851,2.054888,6,1.442222,6.98713,9.044336,8.105554,8.820430609,6.545989624,-6.532211789,3.324516055,0.634516115,-1.505483837,-0.715483855,-0.845483852,0.38451612,3.744666583,0,0,0,0,0,0,0,0.089462549,0.008148714,0.003292731,0.1470376,0.08513355,1.627500601,0.92128243,0.081084704,97.37889077
